Unnamed: 0,image,variant,family
2647,1004738,Global,Global Express
2648,1430003,Global,Global Express
2649,774288,Global,Global Express
2650,422687,Global,Global Express
2651,318594,Global,Global Express
2652,2168375,Global,Global Express
2653,2188615,Global,Global Express
2654,1233588,Global,Global Express
2655,1028093,Global,Global Express
2656,1051497,Global,Global Express
2657,1468794,Global,Global Express
2658,864334,Global,Global Express
2659,2127999,Global,Global Express
2660,1276526,Global,Global Express
2661,440955,Global,Global Express
2662,1003022,Global,Global Express
2663,1311582,Global,Global Express
2664,2206143,Global,Global Express
2665,1800217,Global,Global Express
2666,1173944,Global,Global Express
2667,1449103,Gulfstr,Gulfstream
2668,2245399,Gulfstr,Gulfstream
2669,1276727,Gulfstr,Gulfstream
2670,1833904,Gulfstr,Gulfstream
2671,1345040,Gulfstr,Gulfstream
2672,851156,Gulfstr,Gulfstream
2673,2088351,Gulfstr,Gulfstream
2674,1943356,Gulfstr,Gulfstream
2675,1195689,Gulfstr,Gulfstream
2676,1311421,Gulfstr,Gulfstream
2677,2170301,Gulfstr,Gulfstream
2678,1100739,Gulfstr,Gulfstream
2679,1498679,Gulfstr,Gulfstream
2680,1054081,Gulfstr,Gulfstream
2681,1093824,Gulfstr,Gulfstream
2682,1092415,Gulfstr,Gulfstream
2683,977899,Gulfstr,Gulfstream
2684,1410102,Gulfstr,Gulfstream
2685,1410104,Gulfstr,Gulfstream
2686,1111016,Gulfstr,Gulfstream
2687,497639,Gulfstr,Gulfstream
2688,497894,Gulfstr,Gulfstream
2689,1680778,Gulfstr,Gulfstream
2690,72480,Gulfstr,Gulfstream
2691,1700389,Gulfstr,Gulfstream
2692,514738,Gulfstr,Gulfstream
2693,1113385,Gulfstr,Gulfstream
2694,2136369,Gulfstr,Gulfstream
2695,1198329,Gulfstr,Gulfstream
2696,1857541,Gulfstr,Gulfstream
2697,1379818,Gulfstr,Gulfstream
2698,447806,Gulfstr,Gulfstream
2699,2197895,Gulfstr,Gulfstream
2700,1563038,Gulfstr,Gulfstream
2701,1957106,Gulfstr,Gulfstream
2702,1605637,Gulfstr,Gulfstream
2703,1715316,Gulfstr,Gulfstream
2704,1447127,Gulfstr,Gulfstream
2705,913940,Gulfstr,Gulfstream
2706,1166589,Gulfstr,Gulfstream
2707,2180833,Gulfstr,Gulfstream
2708,1908679,Gulfstr,Gulfstream
2709,868105,Gulfstr,Gulfstream
2710,1534376,Gulfstr,Gulfstream
2711,781152,Gulfstr,Gulfstream
2712,2019594,Gulfstr,Gulfstream
2713,1347626,Gulfstr,Gulfstream
2714,1865143,Gulfstr,Gulfstream
2715,1008569,Gulfstr,Gulfstream
2716,2137160,Gulfstr,Gulfstream
2717,1290539,Gulfstr,Gulfstream
2718,718915,Gulfstr,Gulfstream
2719,555526,Gulfstr,Gulfstream
2720,1672425,Gulfstr,Gulfstream
2721,1749597,Gulfstr,Gulfstream
2722,1702899,Gulfstr,Gulfstream
2723,275671,Gulfstr,Gulfstream
2724,2041416,Gulfstr,Gulfstream
2725,1215515,Gulfstr,Gulfstream
2726,1098609,Gulfstr,Gulfstream
2727,1053425,Gulfstr,Gulfstream
2728,1420523,Gulfstr,Gulfstream
2729,1857543,Gulfstr,Gulfstream
2730,517785,Gulfstr,Gulfstream
2731,1311419,Gulfstr,Gulfstream
2732,2106202,Gulfstr,Gulfstream
2733,497885,Gulfstr,Gulfstream
2734,1606078,Hawk T1,Hawk T1
2735,1736177,Hawk T1,Hawk T1
2736,935016,Hawk T1,Hawk T1
2737,2172310,Hawk T1,Hawk T1
2738,1476339,Hawk T1,Hawk T1
2739,2223255,Hawk T1,Hawk T1
2740,1911427,Hawk T1,Hawk T1
2741,1678522,Hawk T1,Hawk T1
2742,1452537,Hawk T1,Hawk T1
2743,1822339,Hawk T1,Hawk T1
2744,1244756,Hawk T1,Hawk T1
2745,1677053,Hawk T1,Hawk T1
2746,1477073,Hawk T1,Hawk T1
2747,961972,Hawk T1,Hawk T1
2748,1976055,Hawk T1,Hawk T1
2749,893717,Hawk T1,Hawk T1
2750,1082296,Hawk T1,Hawk T1
2751,1244760,Hawk T1,Hawk T1
2752,1615575,Hawk T1,Hawk T1
2753,1551549,Hawk T1,Hawk T1
2754,2165386,Hawk T1,Hawk T1
2755,1248046,Hawk T1,Hawk T1
2756,1736242,Hawk T1,Hawk T1
2757,2176625,Hawk T1,Hawk T1
2758,554994,Hawk T1,Hawk T1
2759,877683,Hawk T1,Hawk T1
2760,1574584,Hawk T1,Hawk T1
2761,1472586,Hawk T1,Hawk T1
2762,1244468,Hawk T1,Hawk T1
2763,2018705,Hawk T1,Hawk T1
2764,934118,Hawk T1,Hawk T1
2765,1859253,Hawk T1,Hawk T1
2766,685277,Hawk T1,Hawk T1
2767,1002202,Il-76,Il-76
2768,1008573,Il-76,Il-76
2769,1065592,Il-76,Il-76
2770,895159,Il-76,Il-76
2771,1999871,Il-76,Il-76
2772,1682062,Il-76,Il-76
2773,746098,Il-76,Il-76
2774,1273374,Il-76,Il-76
2775,1050578,Il-76,Il-76
2776,1617995,Il-76,Il-76
2777,434362,Il-76,Il-76
2778,1826520,Il-76,Il-76
2779,1202520,Il-76,Il-76
2780,1033762,Il-76,Il-76
2781,577854,Il-76,Il-76
2782,737312,Il-76,Il-76
2783,979868,Il-76,Il-76
2784,1063985,Il-76,Il-76
2785,582371,Il-76,Il-76
2786,811679,Il-76,Il-76
2787,817490,Il-76,Il-76
2788,522959,Il-76,Il-76
2789,1313042,Il-76,Il-76
2790,576249,Il-76,Il-76
2791,1066875,Il-76,Il-76
2792,1723913,Il-76,Il-76
2793,757186,Il-76,Il-76
2794,523181,Il-76,Il-76
2795,758789,Il-76,Il-76
2796,1869866,Il-76,Il-76
2797,781670,Il-76,Il-76
2798,523184,Il-76,Il-76
2799,576236,Il-76,Il-76
2800,602750,L-1011,L-1011
2801,1002747,L-1011,L-1011
2802,391023,L-1011,L-1011
2803,1042661,L-1011,L-1011
2804,923717,L-1011,L-1011
2805,901522,L-1011,L-1011
2806,500439,L-1011,L-1011
2807,174893,L-1011,L-1011
2808,783899,L-1011,L-1011
2809,136158,L-1011,L-1011
2810,829994,L-1011,L-1011
2811,564173,L-1011,L-1011
2812,66409,L-1011,L-1011
2813,1428219,L-1011,L-1011
2814,188412,L-1011,L-1011
2815,1200650,L-1011,L-1011
2816,869717,L-1011,L-1011
2817,478340,L-1011,L-1011
2818,218848,L-1011,L-1011
2819,1277604,L-1011,L-1011
2820,681040,L-1011,L-1011
2821,63277,L-1011,L-1011
2822,907389,L-1011,L-1011
2823,1079167,L-1011,L-1011
2824,1287739,L-1011,L-1011
2825,536306,L-1011,L-1011
2826,1010683,L-1011,L-1011
2827,829650,L-1011,L-1011
2828,66411,L-1011,L-1011
2829,901529,L-1011,L-1011
2830,689282,L-1011,L-1011
2831,880574,L-1011,L-1011
2832,723207,L-1011,L-1011
2833,517837,L-1011,L-1011
2834,959267,MD-11,MD-11
2835,1526201,MD-11,MD-11
2836,1472188,MD-11,MD-11
2837,1284226,MD-11,MD-11
2838,1611576,MD-11,MD-11
2839,773076,MD-11,MD-11
2840,193982,MD-11,MD-11
2841,1410729,MD-11,MD-11
2842,968445,MD-11,MD-11
2843,1636315,MD-11,MD-11
2844,1429708,MD-11,MD-11
2845,1997993,MD-11,MD-11
2846,1895800,MD-11,MD-11
2847,1283960,MD-11,MD-11
2848,1523794,MD-11,MD-11
2849,1123299,MD-11,MD-11
2850,1093250,MD-11,MD-11
2851,1973423,MD-11,MD-11
2852,1289638,MD-11,MD-11
2853,980556,MD-11,MD-11
2854,980092,MD-11,MD-11
2855,728940,MD-11,MD-11
2856,681544,MD-11,MD-11
2857,338536,MD-11,MD-11
2858,174853,MD-11,MD-11
2859,1666443,MD-11,MD-11
2860,1852373,MD-11,MD-11
2861,1296186,MD-11,MD-11
2862,1610616,MD-11,MD-11
2863,1307574,MD-11,MD-11
2864,1554795,MD-11,MD-11
2865,449729,MD-11,MD-11
2866,38598,MD-11,MD-11
2867,1280724,MD-80,MD-80
2868,875323,MD-80,MD-80
2869,2111015,MD-80,MD-80
2870,1630052,MD-80,MD-80
2871,1193890,MD-80,MD-80
2872,1553820,MD-80,MD-80
2873,926108,MD-80,MD-80
2874,843963,MD-80,MD-80
2875,1095342,MD-80,MD-80
2876,1636453,MD-80,MD-80
2877,72368,MD-80,MD-80
2878,944254,MD-80,MD-80
2879,127050,MD-80,MD-80
2880,1875195,MD-80,MD-80
2881,923715,MD-80,MD-80
2882,665003,MD-80,MD-80
2883,1036880,MD-80,MD-80
2884,702840,MD-80,MD-80
2885,1341849,MD-80,MD-80
2886,63272,MD-80,MD-80
2887,1398764,MD-80,MD-80
2888,1676760,MD-80,MD-80
2889,198130,MD-80,MD-80
2890,1320161,MD-80,MD-80
2891,2217838,MD-80,MD-80
2892,1605240,MD-80,MD-80
2893,704265,MD-80,MD-80
2894,1258526,MD-80,MD-80
2895,923503,MD-80,MD-80
2896,950428,MD-80,MD-80
2897,1197194,MD-80,MD-80
2898,1421262,MD-80,MD-80
2899,1208470,MD-80,MD-80
2900,127034,MD-87,MD-80
2901,2174787,MD-87,MD-80
2902,1429258,MD-87,MD-80
2903,1447977,MD-87,MD-80
2904,1265380,MD-87,MD-80
2905,321715,MD-87,MD-80
2906,1517885,MD-87,MD-80
2907,2259899,MD-87,MD-80
2908,109457,MD-87,MD-80
2909,478967,MD-87,MD-80
2910,1204180,MD-87,MD-80
2911,193728,MD-87,MD-80
2912,1364623,MD-87,MD-80
2913,418704,MD-87,MD-80
2914,116701,MD-87,MD-80
2915,782915,MD-87,MD-80
2916,56589,MD-87,MD-80
2917,1772017,MD-87,MD-80
2918,1265320,MD-87,MD-80
2919,187233,MD-87,MD-80
2920,1279903,MD-87,MD-80
2921,1004662,MD-87,MD-80
2922,480708,MD-87,MD-80
2923,205785,MD-87,MD-80
2924,1467694,MD-87,MD-80
2925,361614,MD-87,MD-80
2926,1383342,MD-87,MD-80
2927,1227256,MD-87,MD-80
2928,1014380,MD-87,MD-80
2929,1389125,MD-87,MD-80
2930,2001287,MD-87,MD-80
2931,68814,MD-87,MD-80
2932,193729,MD-87,MD-80
2933,1396728,MD-87,MD-80
2934,487360,MD-90,MD-90
2935,1736105,MD-90,MD-90
2936,62708,MD-90,MD-90
2937,875283,MD-90,MD-90
2938,1480281,MD-90,MD-90
2939,1366848,MD-90,MD-90
2940,428662,MD-90,MD-90
2941,1567893,MD-90,MD-90
2942,487344,MD-90,MD-90
2943,1469731,MD-90,MD-90
2944,977264,MD-90,MD-90
2945,1223344,MD-90,MD-90
2946,63102,MD-90,MD-90
2947,1388982,MD-90,MD-90
2948,1734386,MD-90,MD-90
2949,719543,MD-90,MD-90
2950,1264191,MD-90,MD-90
2951,1429156,MD-90,MD-90
2952,2118114,MD-90,MD-90
2953,1340282,MD-90,MD-90
2954,977267,MD-90,MD-90
2955,202411,MD-90,MD-90
2956,1789452,MD-90,MD-90
2957,1570250,MD-90,MD-90
2958,2226297,MD-90,MD-90
2959,2244549,MD-90,MD-90
2960,622055,MD-90,MD-90
2961,1573056,MD-90,MD-90
2962,225472,MD-90,MD-90
2963,1693789,MD-90,MD-90
2964,2054447,MD-90,MD-90
2965,2247794,MD-90,MD-90
2966,364670,MD-90,MD-90
2967,1026075,Metroli,Metroliner
2968,1293682,Metroli,Metroliner
2969,801612,Metroli,Metroliner
2970,1336517,Metroli,Metroliner
2971,975826,Metroli,Metroliner
2972,634628,Metroli,Metroliner
2973,572855,Metroli,Metroliner
2974,313721,Metroli,Metroliner
2975,1569462,Metroli,Metroliner
2976,447765,Metroli,Metroliner
2977,447760,Metroli,Metroliner
2978,1428031,Metroli,Metroliner
2979,411770,Metroli,Metroliner
2980,977247,Metroli,Metroliner
2981,1519485,Metroli,Metroliner
2982,132987,Metroli,Metroliner
2983,2031392,Metroli,Metroliner
2984,63920,Metroli,Metroliner
2985,1570192,Metroli,Metroliner
2986,405438,Metroli,Metroliner
2987,337955,Metroli,Metroliner
2988,1146072,Metroli,Metroliner
2989,880590,Metroli,Metroliner
2990,91366,Metroli,Metroliner
2991,735014,Metroli,Metroliner
2992,182174,Metroli,Metroliner
2993,984996,Metroli,Metroliner
2994,109444,Metroli,Metroliner
2995,1958528,Metroli,Metroliner
2996,874832,Metroli,Metroliner
2997,1410356,Metroli,Metroliner
2998,109656,Metroli,Metroliner
2999,333814,Metroli,Metroliner
3000,1373934,Model B,King Air
3001,1766203,Model B,King Air
3002,1088416,Model B,King Air
3003,1620917,Model B,King Air
3004,738021,Model B,King Air
3005,628313,Model B,King Air
3006,805499,Model B,King Air
3007,1679994,Model B,King Air
3008,1843606,Model B,King Air
3009,1468387,Model B,King Air
3010,1566624,Model B,King Air
3011,1688962,Model B,King Air
3012,1461716,Model B,King Air
3013,1496926,Model B,King Air
3014,1254089,Model B,King Air
3015,1319235,Model B,King Air
3016,1293480,Model B,King Air
3017,877087,Model B,King Air
3018,1605012,Model B,King Air
3019,1933878,Model B,King Air
3020,2148543,Model B,King Air
3021,1472109,Model B,King Air
3022,692095,Model B,King Air
3023,1726039,Model B,King Air
3024,1054551,Model B,King Air
3025,2171433,Model B,King Air
3026,1523054,Model B,King Air
3027,1859488,Model B,King Air
3028,1840143,Model B,King Air
3029,1359886,Model B,King Air
3030,1548951,Model B,King Air
3031,1101613,Model B,King Air
3032,1376665,Model B,King Air
3033,1261425,Model B,King Air
3034,1344994,PA-28,PA-28
3035,2074640,PA-28,PA-28
3036,1423432,PA-28,PA-28
3037,745799,PA-28,PA-28
3038,1482540,PA-28,PA-28
3039,2228410,PA-28,PA-28
3040,748614,PA-28,PA-28
3041,2176031,PA-28,PA-28
3042,1798545,PA-28,PA-28
3043,1311406,PA-28,PA-28
3044,1021870,PA-28,PA-28
3045,1161939,PA-28,PA-28
3046,791201,PA-28,PA-28
3047,104814,PA-28,PA-28
3048,1414282,PA-28,PA-28
3049,1116484,PA-28,PA-28
3050,2114201,PA-28,PA-28
3051,1593589,PA-28,PA-28
3052,2186728,PA-28,PA-28
3053,1593381,PA-28,PA-28
3054,1906969,PA-28,PA-28
3055,1679468,PA-28,PA-28
3056,1119554,PA-28,PA-28
3057,1626894,PA-28,PA-28
3058,2210244,PA-28,PA-28
3059,793692,PA-28,PA-28
3060,1179294,PA-28,PA-28
3061,1254451,PA-28,PA-28
3062,1405302,PA-28,PA-28
3063,2243578,PA-28,PA-28
3064,1303982,PA-28,PA-28
3065,1507344,PA-28,PA-28
3066,1151769,PA-28,PA-28
3067,1603711,SR-20,SR-20
3068,2135681,SR-20,SR-20
3069,1658297,SR-20,SR-20
3070,1605921,SR-20,SR-20
3071,1650403,SR-20,SR-20
3072,1261973,SR-20,SR-20
3073,2160776,SR-20,SR-20
3074,1583942,SR-20,SR-20
3075,1482541,SR-20,SR-20
3076,1278141,SR-20,SR-20
3077,856817,SR-20,SR-20
3078,1711191,SR-20,SR-20
3079,2048410,SR-20,SR-20
3080,2202486,SR-20,SR-20
3081,2203115,SR-20,SR-20
3082,1234236,SR-20,SR-20
3083,2162060,SR-20,SR-20
3084,1281757,SR-20,SR-20
3085,2114202,SR-20,SR-20
3086,1104662,SR-20,SR-20
3087,1502611,SR-20,SR-20
3088,1646015,SR-20,SR-20
3089,1770844,SR-20,SR-20
3090,2266584,SR-20,SR-20
3091,2073469,SR-20,SR-20
3092,2061717,SR-20,SR-20
3093,2014222,SR-20,SR-20
3094,2200433,SR-20,SR-20
3095,2014220,SR-20,SR-20
3096,1681420,SR-20,SR-20
3097,2081787,SR-20,SR-20
3098,1747769,SR-20,SR-20
3099,1623436,SR-20,SR-20
3100,880559,Saab 20,Saab 2000
3101,874688,Saab 20,Saab 2000
3102,922520,Saab 20,Saab 2000
3103,1414824,Saab 20,Saab 2000
3104,1232503,Saab 20,Saab 2000
3105,1054576,Saab 20,Saab 2000
3106,939486,Saab 20,Saab 2000
3107,648476,Saab 20,Saab 2000
3108,962576,Saab 20,Saab 2000
3109,2211302,Saab 20,Saab 2000
3110,1389715,Saab 20,Saab 2000
3111,923766,Saab 20,Saab 2000
3112,2157193,Saab 20,Saab 2000
3113,1314986,Saab 20,Saab 2000
3114,2180063,Saab 20,Saab 2000
3115,711206,Saab 20,Saab 2000
3116,1827290,Saab 20,Saab 2000
3117,1975739,Saab 20,Saab 2000
3118,67617,Saab 20,Saab 2000
3119,1312743,Saab 20,Saab 2000
3120,2019475,Saab 20,Saab 2000
3121,1966254,Saab 20,Saab 2000
3122,1026714,Saab 20,Saab 2000
3123,1235480,Saab 20,Saab 2000
3124,114421,Saab 20,Saab 2000
3125,2033183,Saab 20,Saab 2000
3126,451224,Saab 20,Saab 2000
3127,1014304,Saab 20,Saab 2000
3128,2026755,Saab 20,Saab 2000
3129,2127989,Saab 20,Saab 2000
3130,1151884,Saab 20,Saab 2000
3131,763431,Saab 20,Saab 2000
3132,1878600,Saab 20,Saab 2000
3133,1122271,Saab 20,Saab 2000
3134,1390114,Saab 34,Saab 340
3135,136485,Saab 34,Saab 340
3136,1939689,Saab 34,Saab 340
3137,347754,Saab 34,Saab 340
3138,1754871,Saab 34,Saab 340
3139,2222402,Saab 34,Saab 340
3140,1785635,Saab 34,Saab 340
3141,1399587,Saab 34,Saab 340
3142,562555,Saab 34,Saab 340
3143,98085,Saab 34,Saab 340
3144,977012,Saab 34,Saab 340
3145,1989990,Saab 34,Saab 340
3146,1444742,Saab 34,Saab 340
3147,1559316,Saab 34,Saab 340
3148,1550162,Saab 34,Saab 340
3149,740887,Saab 34,Saab 340
3150,1977817,Saab 34,Saab 340
3151,114415,Saab 34,Saab 340
3152,680474,Saab 34,Saab 340
3153,437932,Saab 34,Saab 340
3154,517786,Saab 34,Saab 340
3155,129325,Saab 34,Saab 340
3156,1092038,Saab 34,Saab 340
3157,1543285,Saab 34,Saab 340
3158,1714819,Saab 34,Saab 340
3159,1054267,Saab 34,Saab 340
3160,1895223,Saab 34,Saab 340
3161,187239,Saab 34,Saab 340
3162,924085,Saab 34,Saab 340
3163,85330,Saab 34,Saab 340
3164,435273,Saab 34,Saab 340
3165,1668966,Saab 34,Saab 340
3166,257380,Saab 34,Saab 340
3167,2162376,Spitfir,Spitfire
3168,1072329,Spitfir,Spitfire
3169,2043843,Spitfir,Spitfire
3170,1173868,Spitfir,Spitfire
3171,1767079,Spitfir,Spitfire
3172,2181546,Spitfir,Spitfire
3173,1729159,Spitfir,Spitfire
3174,930260,Spitfir,Spitfire
3175,1969068,Spitfir,Spitfire
3176,1754084,Spitfir,Spitfire
3177,1759217,Spitfir,Spitfire
3178,1174379,Spitfir,Spitfire
3179,1409353,Spitfir,Spitfire
3180,713693,Spitfir,Spitfire
3181,1376343,Spitfir,Spitfire
3182,1250763,Spitfir,Spitfire
3183,1115131,Spitfir,Spitfire
3184,1373249,Spitfir,Spitfire
3185,597780,Spitfir,Spitfire
3186,1735417,Spitfir,Spitfire
3187,1252832,Spitfir,Spitfire
3188,2171883,Spitfir,Spitfire
3189,1778957,Spitfir,Spitfire
3190,1170135,Spitfir,Spitfire
3191,876577,Spitfir,Spitfire
3192,1450568,Spitfir,Spitfire
3193,2132425,Spitfir,Spitfire
3194,1560883,Spitfir,Spitfire
3195,2162372,Spitfir,Spitfire
3196,752004,Spitfir,Spitfire
3197,1576955,Spitfir,Spitfire
3198,902419,Spitfir,Spitfire
3199,2042721,Spitfir,Spitfire
3200,607518,Tornado,Tornado
3201,1174475,Tornado,Tornado
3202,1299913,Tornado,Tornado
3203,1272849,Tornado,Tornado
3204,1349343,Tornado,Tornado
3205,1349314,Tornado,Tornado
3206,1259067,Tornado,Tornado
3207,1376345,Tornado,Tornado
3208,1335029,Tornado,Tornado
3209,1258555,Tornado,Tornado
3210,1373008,Tornado,Tornado
3211,1767577,Tornado,Tornado
3212,2094375,Tornado,Tornado
3213,2136392,Tornado,Tornado
3214,1223923,Tornado,Tornado
3215,1859254,Tornado,Tornado
3216,1241521,Tornado,Tornado
3217,1966895,Tornado,Tornado
3218,1085189,Tornado,Tornado
3219,2118956,Tornado,Tornado
3220,2041569,Tornado,Tornado
3221,1931348,Tornado,Tornado
3222,1270604,Tornado,Tornado
3223,1091255,Tornado,Tornado
3224,1607515,Tornado,Tornado
3225,536299,Tornado,Tornado
3226,891419,Tornado,Tornado
3227,2063400,Tornado,Tornado
3228,1607505,Tornado,Tornado
3229,1270601,Tornado,Tornado
3230,1251382,Tornado,Tornado
3231,744304,Tornado,Tornado
3232,1607467,Tornado,Tornado
3233,1218277,Tornado,Tornado
3234,525710,Tu-134,Tu-134
3235,523057,Tu-134,Tu-134
3236,993942,Tu-134,Tu-134
3237,143339,Tu-134,Tu-134
3238,1166761,Tu-134,Tu-134
3239,944175,Tu-134,Tu-134
3240,1594713,Tu-134,Tu-134
3241,1594798,Tu-134,Tu-134
3242,921289,Tu-134,Tu-134
3243,62669,Tu-134,Tu-134
3244,988536,Tu-134,Tu-134
3245,523187,Tu-134,Tu-134
3246,63292,Tu-134,Tu-134
3247,523155,Tu-134,Tu-134
3248,1187867,Tu-134,Tu-134
3249,523142,Tu-134,Tu-134
3250,105827,Tu-134,Tu-134
3251,1182715,Tu-134,Tu-134
3252,1602329,Tu-134,Tu-134
3253,1312387,Tu-134,Tu-134
3254,1342280,Tu-134,Tu-134
3255,759971,Tu-134,Tu-134
3256,606129,Tu-134,Tu-134
3257,1544175,Tu-134,Tu-134
3258,1594711,Tu-134,Tu-134
3259,720882,Tu-134,Tu-134
3260,523009,Tu-134,Tu-134
3261,523144,Tu-134,Tu-134
3262,920420,Tu-134,Tu-134
3263,924608,Tu-134,Tu-134
3264,948666,Tu-134,Tu-134
3265,618972,Tu-134,Tu-134
3266,1594734,Tu-134,Tu-134
3267,487397,Tu-154,Tu-154
3268,1418807,Tu-154,Tu-154
3269,716451,Tu-154,Tu-154
3270,1298145,Tu-154,Tu-154
3271,103328,Tu-154,Tu-154
3272,939483,Tu-154,Tu-154
3273,1164220,Tu-154,Tu-154
3274,1230394,Tu-154,Tu-154
3275,1302750,Tu-154,Tu-154
3276,1088786,Tu-154,Tu-154
3277,1320913,Tu-154,Tu-154
3278,184994,Tu-154,Tu-154
3279,1044149,Tu-154,Tu-154
3280,1244289,Tu-154,Tu-154
3281,467386,Tu-154,Tu-154
3282,901364,Tu-154,Tu-154
3283,944240,Tu-154,Tu-154
3284,1447126,Tu-154,Tu-154
3285,94395,Tu-154,Tu-154
3286,1590459,Tu-154,Tu-154
3287,989278,Tu-154,Tu-154
3288,62771,Tu-154,Tu-154
3289,973256,Tu-154,Tu-154
3290,62687,Tu-154,Tu-154
3291,62722,Tu-154,Tu-154
3292,894311,Tu-154,Tu-154
3293,1430019,Tu-154,Tu-154
3294,1544222,Tu-154,Tu-154
3295,490172,Tu-154,Tu-154
3296,143396,Tu-154,Tu-154
3297,1611167,Tu-154,Tu-154
3298,62675,Tu-154,Tu-154
3299,198445,Tu-154,Tu-154
3300,1790927,Yak-42,Yak-42
3301,944239,Yak-42,Yak-42
3302,733079,Yak-42,Yak-42
3303,1320583,Yak-42,Yak-42
3304,1176914,Yak-42,Yak-42
3305,77513,Yak-42,Yak-42
3306,1056902,Yak-42,Yak-42
3307,792373,Yak-42,Yak-42
3308,1627581,Yak-42,Yak-42
3309,1284223,Yak-42,Yak-42
3310,1429966,Yak-42,Yak-42
3311,1826524,Yak-42,Yak-42
3312,490185,Yak-42,Yak-42
3313,606123,Yak-42,Yak-42
3314,749478,Yak-42,Yak-42
3315,66408,Yak-42,Yak-42
3316,901509,Yak-42,Yak-42
3317,1501838,Yak-42,Yak-42
3318,730106,Yak-42,Yak-42
3319,1611239,Yak-42,Yak-42
3320,504825,Yak-42,Yak-42
3321,1581695,Yak-42,Yak-42
3322,198777,Yak-42,Yak-42
3323,819685,Yak-42,Yak-42
3324,1696014,Yak-42,Yak-42
3325,394095,Yak-42,Yak-42
3326,1000013,Yak-42,Yak-42
3327,1544139,Yak-42,Yak-42
3328,522968,Yak-42,Yak-42
3329,1577680,Yak-42,Yak-42
3330,1826676,Yak-42,Yak-42
3331,472681,Yak-42,Yak-42
3332,1597829,Yak-42,Yak-42
3333,197891,Yak-42,Yak-42
